Sr. No,District Name,Market Name,Commodity,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
3985,Nashik,Malegaon,Bajra,1201,1619,1511,23012013
3986,Nashik,Malegaon,Bajra,1261,1651,1552,22012013
3987,Nashik,Malegaon,Bajra,1271,1730,1525,21012013
3988,Nashik,Malegaon,Bajra,1295,1731,1519,16012013
3989,Nashik,Malegaon,Bajra,1230,1663,1501,09012013
3990,Nashik,Malegaon,Bajra,1190,1653,1511,08012013
3991,Nashik,Malegaon,Bajra,1125,1652,1491,07012013
3992,Nashik,Malegaon,Bajra,1100,1680,1471,03012013
3993,Nashik,Malegaon,Bajra,1100,1615,1491,02012013
3994,Nashik,Malegaon,Bajra,1190,1651,1545,01012013
3995,Nashik,Malegaon,Bajra,1285,1701,1551,31122012
3996,Nashik,Malegaon,Bajra,1215,1634,1520,27122012
3997,Nashik,Malegaon,Bajra,1175,1642,1400,26122012
3998,Nashik,Malegaon,Bajra,1201,1653,1440,22122012
3999,Nashik,Malegaon,Bajra,1325,1606,1551,20122012
4000,Nashik,Malegaon,Bajra,1252,1600,1400,19122012
4001,Nashik,Malegaon,Bajra,1275,1542,1470,18122012
4002,Nashik,Malegaon,Bajra,1300,1700,1551,15122012
4003,Nashik,Malegaon,Bajra,1231,1652,1551,12122012
4004,Nashik,Malegaon,Bajra,1306,1771,1543,11122012
4005,Nashik,Malegaon,Bajra,1201,1671,1500,06122012
4006,Nashik,Malegaon,Bajra,1241,1600,1465,05122012
4007,Nashik,Malegaon,Bajra,1295,1669,1451,04122012
4008,Nashik,Malegaon,Bajra,1237,1636,1512,03122012
4009,Nashik,Malegaon,Bajra,1151,1601,1530,29112012
4010,Nashik,Malegaon,Bajra,1051,1466,1328,27112012
4011,Nashik,Malegaon,Bajra,1211,1660,1500,26112012
4012,Nashik,Malegaon,Bajra,1212,1666,1400,24112012
4013,Nashik,Malegaon,Bajra,1175,1515,1360,06112012
4014,Nashik,Malegaon,Bajra,1175,1453,1305,03112012
4015,Nashik,Malegaon,Bajra,1151,1412,1320,30102012
4016,Nashik,Malegaon,Bajra,1151,1441,1342,25102012
4017,Nashik,Malegaon,Bajra,1100,1501,1300,23102012
4018,Nashik,Malegaon,Bajra,1141,1375,1200,22102012
4019,Nashik,Malegaon,Bajra,1111,1301,1210,18102012
4020,Nashik,Malegaon,Bajra,1060,1416,1275,16102012
4021,Nashik,Malegaon,Bajra,1055,1351,1200,13102012
4022,Nashik,Malegaon,Bajra,1064,1291,1175,11102012
4023,Nashik,Malegaon,Bajra,1001,1248,1160,04102012
4024,Nashik,Malegaon,Bajra,1021,1345,1291,03102012
4025,Nashik,Malegaon,Bajra,1050,1371,1250,01102012
4026,Nashik,Malegaon,Bajra,1001,1345,1251,26092012
4027,Nashik,Malegaon,Bajra,1175,1302,1251,24092012
4028,Nashik,Malegaon,Bajra,1221,1336,1280,22092012
4029,Nashik,Malegaon,Bajra,1275,1410,1360,18092012
4030,Nashik,Malegaon,Bajra,1281,1405,1345,17092012
4031,Nashik,Malegaon,Bajra,1300,1385,1344,13092012
4032,Nashik,Malegaon,Bajra,1305,1421,1343,12092012
4033,Nashik,Malegaon,Bajra,1275,1425,1400,11092012
4034,Nashik,Malegaon,Bajra,1111,1404,1351,10092012
4035,Nashik,Malegaon,Bajra,1175,1451,1350,08092012
4036,Nashik,Malegaon,Bajra,1201,1400,1355,06092012
4037,Nashik,Malegaon,Bajra,1211,1442,1385,05092012
4038,Nashik,Malegaon,Bajra,1331,1475,1403,04092012
4039,Nashik,Malegaon,Bajra,1355,1456,1434,03092012
4040,Nashik,Malegaon,Bajra,1300,1510,1434,01092012
4041,Nashik,Malegaon,Bajra,1345,1472,1451,30082012
4042,Nashik,Malegaon,Bajra,1352,1475,1436,29082012
4043,Nashik,Malegaon,Bajra,1357,1476,1428,28082012
4044,Nashik,Malegaon,Bajra,1320,1476,1425,27082012
4045,Nashik,Malegaon,Bajra,1311,1517,1451,25082012
4046,Nashik,Malegaon,Bajra,1325,1445,1400,23082012
4047,Nashik,Malegaon,Bajra,1211,1459,1401,22082012
4048,Nashik,Malegaon,Bajra,1305,1486,1411,21082012
4049,Nashik,Malegaon,Bajra,1206,1421,1381,13082012
4050,Nashik,Malegaon,Bajra,1263,1460,1358,11082012
4051,Nashik,Malegaon,Bajra,1232,1462,1381,09082012
4052,Nashik,Malegaon,Bajra,1211,1501,1374,08082012
4053,Nashik,Malegaon,Bajra,1225,1442,1372,07082012
4054,Nashik,Malegaon,Bajra,1200,1540,1375,06082012
4055,Nashik,Malegaon,Bajra,1203,1421,1375,04082012
4056,Nashik,Malegaon,Bajra,1200,1427,1375,01082012
4057,Nashik,Malegaon,Bajra,1151,1372,1325,31072012
4058,Nashik,Malegaon,Bajra,1300,1427,1351,30072012
4059,Nashik,Malegaon,Bajra,1201,1461,1365,28072012
4060,Nashik,Malegaon,Bajra,1290,1401,1340,26072012
4061,Nashik,Malegaon,Bajra,1100,1435,1330,25072012
4062,Nashik,Malegaon,Bajra,1100,1412,1370,24072012
4063,Nashik,Malegaon,Bajra,1175,1400,1352,23072012
4064,Nashik,Malegaon,Bajra,1101,1381,1352,21072012
4065,Nashik,Malegaon,Bajra,1101,1400,1335,17072012
4066,Nashik,Malegaon,Bajra,1100,1371,1301,16072012
4067,Nashik,Malegaon,Bajra,1100,1301,1200,12072012
4068,Nashik,Malegaon,Bajra,1161,1345,1300,11072012
4069,Nashik,Malegaon,Bajra,1255,1400,1353,10072012
4070,Nashik,Malegaon,Bajra,1041,1430,1362,09072012
4071,Nashik,Malegaon,Bajra,1101,1240,1190,05072012
4072,Nashik,Malegaon,Bajra,1055,1341,1290,04072012
4073,Nashik,Malegaon,Bajra,1000,1300,1251,03072012
4074,Nashik,Malegaon,Bajra,1117,1360,1300,02072012
4075,Nashik,Malegaon,Bajra,1035,1293,1200,28062012
4076,Nashik,Malegaon,Bajra,1101,1232,1180,27062012
4077,Nashik,Malegaon,Bajra,1001,1360,1251,26062012
4078,Nashik,Malegaon,Bajra,1041,1310,1230,25062012
4079,Nashik,Malegaon,Bajra,1051,1306,1240,23062012
4080,Nashik,Malegaon,Bajra,1100,1313,1217,21062012
4081,Nashik,Malegaon,Bajra,1085,1377,1255,20062012
4082,Nashik,Malegaon,Bajra,1021,1400,1226,18062012
4083,Nashik,Malegaon,Bajra,1000,1451,1230,16062012
4084,Nashik,Malegaon,Bajra,1007,1361,1225,13062012
4085,Nashik,Malegaon,Bajra,1000,1275,1201,12062012
4086,Nashik,Malegaon,Bajra,1000,1369,1251,11062012
4087,Nashik,Malegaon,Bajra,1017,1400,1262,09062012
4088,Nashik,Malegaon,Bajra,1000,1320,1251,07062012
4089,Nashik,Malegaon,Bajra,985,1190,1140,06062012
4090,Nashik,Malegaon,Bajra,1000,1340,1236,05062012
4091,Nashik,Malegaon,Bajra,1000,1376,1300,04062012
4092,Nashik,Malegaon,Bajra,1010,1423,1225,02062012
4093,Nashik,Malegaon,Bajra,1057,1315,1240,31052012
4094,Nashik,Malegaon,Bajra,1004,1384,1224,30052012
4095,Nashik,Malegaon,Bajra,1000,1391,1250,29052012
4096,Nashik,Malegaon,Bajra,1000,1373,1260,26052012
4097,Nashik,Malegaon,Bajra,1011,1386,1271,24052012
4098,Nashik,Malegaon,Bajra,1012,1290,1122,22052012
4099,Nashik,Malegaon,Bajra,997,1330,1152,21052012
4100,Nashik,Malegaon,Bajra,1075,1300,1212,19052012
4101,Nashik,Malegaon,Bajra,1100,1368,1230,17052012
4102,Nashik,Malegaon,Bajra,1100,1318,1252,16052012
4103,Nashik,Malegaon,Bajra,1015,1285,1200,14052012
4104,Nashik,Malegaon,Bajra,1100,1340,1200,12052012
4105,Nashik,Malegaon,Bajra,1001,1380,1251,10052012
4106,Nashik,Malegaon,Bajra,1110,1390,1252,09052012
4107,Nashik,Malegaon,Bajra,1200,1416,1378,08052012
4108,Nashik,Malegaon,Bajra,1100,1443,1340,07052012
4109,Nashik,Malegaon,Bajra,1165,1430,1353,05052012
4110,Nashik,Malegaon,Bajra,1066,1392,1360,03052012
4111,Nashik,Malegaon,Bajra,1115,1500,1451,02052012
4112,Nashik,Malegaon,Bajra,1115,1500,1351,30042012
4113,Nashik,Malegaon,Bajra,1151,1451,1352,28042012
4114,Nashik,Malegaon,Bajra,1216,1468,1351,26042012
4115,Nashik,Malegaon,Bajra,1228,1431,1361,25042012
4116,Nashik,Malegaon,Bajra,1216,1471,1400,19042012
4117,Nashik,Malegaon,Bajra,1238,1460,1331,18042012
4118,Nashik,Malegaon,Bajra,1106,1432,1341,17042012
4119,Nashik,Malegaon,Bajra,1151,1351,1251,16042012
4120,Nashik,Malegaon,Bajra,1100,1405,1321,12042012
4121,Nashik,Malegaon,Bajra,1190,1281,1200,11042012
4122,Nashik,Malegaon,Bajra,1161,1430,1351,10042012
4123,Nashik,Malegaon,Bajra,1109,1470,1331,09042012
4124,Nashik,Malegaon,Bajra,1050,1421,1375,03042012
4125,Nashik,Malegaon,Bajra,1051,1352,1261,29032012
4126,Nashik,Malegaon,Bajra,1085,1307,1241,28032012
4127,Nashik,Malegaon,Bajra,1081,1325,1232,27032012
4128,Nashik,Malegaon,Bajra,1065,1300,1252,26032012
4129,Nashik,Malegaon,Bajra,1055,1352,1200,24032012
4130,Nashik,Malegaon,Bajra,1021,1353,1242,21032012
4131,Nashik,Malegaon,Bajra,1076,1263,1230,20032012
4132,Nashik,Malegaon,Bajra,1101,1263,1215,19032012
4133,Nashik,Malegaon,Bajra,960,1321,1258,17032012
4134,Nashik,Malegaon,Bajra,1005,1352,1275,15032012
4135,Nashik,Malegaon,Bajra,1020,1280,1180,13032012
4136,Nashik,Malegaon,Bajra,980,1259,1180,10032012
4137,Nashik,Malegaon,Bajra,1001,1310,1251,07032012
4138,Nashik,Malegaon,Bajra,1053,1276,1200,06032012
4139,Nashik,Malegaon,Bajra,1000,1311,1195,05032012
4140,Nashik,Malegaon,Bajra,985,1316,1226,03032012
4141,Nashik,Malegaon,Bajra,951,1341,1213,01032012
4142,Nashik,Malegaon,Bajra,973,1300,1163,29022012
4143,Nashik,Malegaon,Bajra,971,1351,1180,28022012
4144,Nashik,Malegaon,Bajra,957,1290,1165,27022012
4145,Nashik,Malegaon,Bajra,911,1280,1160,25022012
4146,Nashik,Malegaon,Bajra,951,1308,1215,23022012
4147,Nashik,Malegaon,Bajra,975,1300,1250,22022012
4148,Nashik,Malegaon,Bajra,1000,1305,1181,16022012
4149,Nashik,Malegaon,Bajra,921,1310,1163,15022012
4150,Nashik,Malegaon,Bajra,980,1357,1215,14022012
4151,Nashik,Malegaon,Bajra,966,1300,1200,13022012
4152,Nashik,Malegaon,Bajra,986,1305,1201,08022012
4153,Nashik,Malegaon,Bajra,925,1346,1175,06022012
4154,Nashik,Malegaon,Bajra,975,1400,1230,01022012
4155,Nashik,Malegaon,Bajra,900,1282,1140,31012012
4156,Nashik,Malegaon,Bajra,951,1325,1185,30012012
4157,Nashik,Malegaon,Bajra,1041,1290,1160,25012012
4158,Nashik,Malegaon,Bajra,921,1400,1251,24012012
4159,Nashik,Malegaon,Bajra,900,1342,1232,19012012
4160,Nashik,Malegaon,Bajra,941,1436,1255,18012012
4161,Nashik,Malegaon,Bajra,1001,1409,1254,17012012
4162,Nashik,Malegaon,Bajra,925,1363,1226,14012012
4163,Nashik,Malegaon,Bajra,965,1401,1200,12012012
4164,Nashik,Malegaon,Bajra,1211,1301,1211,11012012
4165,Nashik,Malegaon,Bajra,1005,1300,1250,10012012
4166,Nashik,Malegaon,Bajra,1025,1355,1180,05012012
4167,Nashik,Malegaon,Bajra,951,1312,1200,04012012
4168,Nashik,Malegaon,Bajra,980,1390,1200,03012012
4169,Nashik,Malegaon,Bajra,875,1265,1013,02012012
4170,Nashik,Malegaon,Bajra,951,1300,1165,31122011
4171,Nashik,Malegaon,Bajra,880,1226,1156,29122011
4172,Nashik,Malegaon,Bajra,880,1218,1156,28122011
4173,Nashik,Malegaon,Bajra,880,1182,1065,27122011
4174,Nashik,Malegaon,Bajra,880,1186,1145,26122011
4175,Nashik,Malegaon,Bajra,880,1306,1160,24122011
4176,Nashik,Malegaon,Bajra,880,1245,1150,22122011
4177,Nashik,Malegaon,Bajra,880,1232,1100,21122011
4178,Nashik,Malegaon,Bajra,880,1283,1000,20122011
4179,Nashik,Malegaon,Bajra,880,1201,1150,19122011
4180,Nashik,Malegaon,Bajra,880,1218,971,17122011
4181,Nashik,Malegaon,Bajra,880,1375,1200,15122011
4182,Nashik,Malegaon,Bajra,880,1235,1076,10122011
4183,Nashik,Malegaon,Bajra,880,1261,1081,08122011
4184,Nashik,Malegaon,Bajra,880,1331,1072,07122011
4185,Nashik,Malegaon,Bajra,885,1240,1100,05122011
4186,Nashik,Malegaon,Bajra,880,1252,1107,03122011
4187,Nashik,Malegaon,Bajra,885,1233,1111,30112011
4188,Nashik,Malegaon,Bajra,880,1175,1051,29112011
4189,Nashik,Malegaon,Bajra,880,1155,961,28112011
4190,Nashik,Malegaon,Bajra,880,1190,930,26112011
4191,Nashik,Malegaon,Bajra,880,1200,1040,22112011
4192,Nashik,Malegaon,Bajra,891,1156,985,19112011
4193,Nashik,Malegaon,Bajra,905,1252,1115,16112011
4194,Nashik,Malegaon,Bajra,880,1201,1075,15112011
4195,Nashik,Malegaon,Bajra,880,1151,1051,14112011
4196,Nashik,Malegaon,Bajra,885,1170,1070,12112011
4197,Nashik,Malegaon,Bajra,880,1200,1085,09112011
4198,Nashik,Malegaon,Bajra,880,1233,1025,08112011
4199,Nashik,Malegaon,Bajra,880,1265,1000,12102011
4200,Nashik,Malegaon,Bajra,880,1211,1071,11102011
4201,Nashik,Malegaon,Bajra,880,1300,1093,03102011
4202,Nashik,Malegaon,Bajra,880,1179,935,29092011
4203,Nashik,Malegaon,Bajra,880,1311,891,26092011
4204,Nashik,Malegaon,Bajra,880,1305,1041,22092011
4205,Nashik,Malegaon,Bajra,906,1216,1121,21092011
4206,Nashik,Malegaon,Bajra,911,1330,1170,20092011
4207,Nashik,Malegaon,Bajra,926,1262,1051,15092011
4208,Nashik,Malegaon,Bajra,952,1331,1111,14092011
4209,Nashik,Malegaon,Bajra,980,1200,1125,07092011
4210,Nashik,Malegaon,Bajra,951,1251,1199,29082011
4211,Nashik,Malegaon,Bajra,935,1279,1180,27082011
4212,Nashik,Malegaon,Bajra,975,1330,1162,25082011
4213,Nashik,Malegaon,Bajra,945,1253,1171,24082011
4214,Nashik,Malegaon,Bajra,945,1302,1200,23082011
4215,Nashik,Malegaon,Bajra,1032,1255,1161,18082011
4216,Nashik,Malegaon,Bajra,945,1241,1131,17082011
4217,Nashik,Malegaon,Bajra,986,1291,1240,11082011
4218,Nashik,Malegaon,Bajra,1012,1273,1175,10082011
4219,Nashik,Malegaon,Bajra,980,1331,1241,09082011
4220,Nashik,Malegaon,Bajra,921,1261,1225,08082011
4221,Nashik,Malegaon,Bajra,998,1281,1105,02082011
4222,Nashik,Malegaon,Bajra,1006,1321,1216,01082011
4223,Nashik,Malegaon,Bajra,981,1231,1125,28072011
4224,Nashik,Malegaon,Bajra,1011,1371,1176,27072011
4225,Nashik,Malegaon,Bajra,971,1263,1214,23072011
4226,Nashik,Malegaon,Bajra,960,1226,1125,21072011
4227,Nashik,Malegaon,Bajra,1075,1200,1105,20072011
4228,Nashik,Malegaon,Bajra,985,1295,1161,19072011
4229,Nashik,Malegaon,Bajra,1007,1500,1261,18072011
4230,Nashik,Malegaon,Bajra,990,1361,1190,16072011
4231,Nashik,Malegaon,Bajra,970,1500,1265,14072011
4232,Nashik,Malegaon,Bajra,1001,1362,1225,13072011
4233,Nashik,Malegaon,Bajra,1001,1241,1151,12072011
4234,Nashik,Malegaon,Bajra,1048,1381,1180,09072011
4235,Nashik,Malegaon,Bajra,1031,1251,1185,07072011
4236,Nashik,Malegaon,Bajra,1027,1281,1110,06072011
4237,Nashik,Malegaon,Bajra,981,1325,1182,02072011
4238,Nashik,Malegaon,Bajra,971,1271,1151,30062011
4239,Nashik,Malegaon,Bajra,1020,1328,1151,29062011
4240,Nashik,Malegaon,Bajra,1011,1300,1131,28062011
4241,Nashik,Malegaon,Bajra,1015,1335,1180,27062011
4242,Nashik,Malegaon,Bajra,1000,1251,1101,25062011
4243,Nashik,Malegaon,Bajra,1013,1151,1121,23062011
4244,Nashik,Malegaon,Bajra,1030,1401,1251,22062011
4245,Nashik,Malegaon,Bajra,1000,1237,1180,21062011
4246,Nashik,Malegaon,Bajra,960,1185,1166,16062011
4247,Nashik,Malegaon,Bajra,1000,1281,1171,14062011
4248,Nashik,Malegaon,Bajra,975,1271,1171,13062011
4249,Nashik,Malegaon,Bajra,1011,1265,1111,09062011
4250,Nashik,Malegaon,Bajra,1041,1239,1111,08062011
4251,Nashik,Malegaon,Bajra,951,1245,1100,07062011
4252,Nashik,Malegaon,Bajra,1057,1266,1160,06062011
4253,Nashik,Malegaon,Bajra,1210,1426,1312,26052011
4254,Nashik,Malegaon,Bajra,1030,1309,1100,24052011
4255,Nashik,Malegaon,Bajra,935,1243,1025,23052011
4256,Nashik,Malegaon,Bajra,1052,1400,1212,19052011
4257,Nashik,Malegaon,Bajra,1060,1313,1241,18052011
4258,Nashik,Malegaon,Bajra,1151,1341,1215,16052011
4259,Nashik,Malegaon,Bajra,1086,1501,1351,12052011
4260,Nashik,Malegaon,Bajra,1075,1551,1225,11052011
4261,Nashik,Malegaon,Bajra,1021,1336,1300,10052011
4262,Nashik,Malegaon,Bajra,1051,1400,1301,09052011
4263,Nashik,Malegaon,Bajra,1125,1435,1245,07052011
4264,Nashik,Malegaon,Bajra,1070,1312,1276,05052011
4265,Nashik,Malegaon,Bajra,1011,1312,1174,04052011
4266,Nashik,Malegaon,Bajra,1035,1500,1260,03052011
4267,Nashik,Malegaon,Bajra,1020,1363,1251,02052011
4268,Nashik,Malegaon,Bajra,1051,1500,1341,30042011
4269,Nashik,Malegaon,Bajra,1000,1312,1223,28042011
4270,Nashik,Malegaon,Bajra,1070,1341,1225,27042011
4271,Nashik,Malegaon,Bajra,1061,1319,1200,26042011
4272,Nashik,Malegaon,Bajra,1061,1251,1146,23042011
4273,Nashik,Malegaon,Bajra,1055,1267,1150,21042011
4274,Nashik,Malegaon,Bajra,1041,1321,1226,20042011
4275,Nashik,Malegaon,Bajra,1041,1465,1201,13042011
4276,Nashik,Malegaon,Bajra,951,1421,1200,11042011
4277,Nashik,Malegaon,Bajra,952,1161,1005,09042011
4278,Nashik,Malegaon,Bajra,880,1151,925,23032011
4279,Nashik,Malegaon,Bajra,880,1261,1032,22032011
4280,Nashik,Malegaon,Bajra,890,1246,1112,21032011
4281,Nashik,Malegaon,Bajra,885,1252,1005,17032011
4282,Nashik,Malegaon,Bajra,880,1201,1005,16032011
4283,Nashik,Malegaon,Bajra,880,1245,1002,15032011
4284,Nashik,Malegaon,Bajra,880,1222,952,08032011
4285,Nashik,Malegaon,Bajra,880,1114,900,07032011
4286,Nashik,Malegaon,Bajra,880,1351,965,03032011
4287,Nashik,Malegaon,Bajra,880,1290,940,01032011
4288,Nashik,Malegaon,Bajra,880,1200,921,28022011
4289,Nashik,Malegaon,Bajra,1451,1620,1512,26022011
4290,Nashik,Malegaon,Bajra,880,1100,954,24022011
4291,Nashik,Malegaon,Bajra,880,1181,961,23022011
4292,Nashik,Malegaon,Bajra,880,1291,1010,12022011
4293,Nashik,Malegaon,Bajra,880,1167,910,10022011
4294,Nashik,Malegaon,Bajra,880,1162,900,09022011
4295,Nashik,Malegaon,Bajra,880,1335,940,08022011
4296,Nashik,Malegaon,Bajra,880,1400,960,03022011
4297,Nashik,Malegaon,Bajra,881,1255,956,02022011
4298,Nashik,Malegaon,Bajra,880,1481,961,01022011
4299,Nashik,Malegaon,Bajra,880,1205,945,29012011
4300,Nashik,Malegaon,Bajra,880,1266,965,27012011
4301,Nashik,Malegaon,Bajra,880,1223,951,24012011
4302,Nashik,Malegaon,Bajra,880,1231,981,22012011
4303,Nashik,Malegaon,Bajra,880,1375,1011,20012011
4304,Nashik,Malegaon,Bajra,880,1651,1100,19012011
4305,Nashik,Malegaon,Bajra,880,1312,1046,06012011
4306,Nashik,Malegaon,Bajra,860,1301,921,22122010
4307,Nashik,Malegaon,Bajra,860,1126,860,21122010
4308,Nashik,Malegaon,Bajra,860,1301,972,20122010
4309,Nashik,Manmad,Bajra,1601,1821,1700,03122018
4310,Nashik,Manmad,Bajra,1601,2101,1820,30112018
4311,Nashik,Manmad,Bajra,1376,1954,1825,29112018
4312,Nashik,Manmad,Bajra,1560,2000,1780,21112018
4313,Nashik,Manmad,Bajra,1500,1900,1891,20112018
4314,Nashik,Manmad,Bajra,1411,1921,1851,19112018
4315,Nashik,Manmad,Bajra,1461,2000,1761,16112018
4316,Nashik,Manmad,Bajra,1451,2085,1851,14112018
4317,Nashik,Manmad,Bajra,1375,2021,1853,13112018
4318,Nashik,Manmad,Bajra,800,2070,1865,02112018
4319,Nashik,Manmad,Bajra,1661,2140,1900,01112018
4320,Nashik,Manmad,Bajra,1617,2121,1651,30102018
4321,Nashik,Manmad,Bajra,1600,2151,1940,29102018
4322,Nashik,Manmad,Bajra,1651,2151,1856,26102018
4323,Nashik,Manmad,Bajra,1551,2075,1860,25102018
4324,Nashik,Manmad,Bajra,1800,2071,1951,24102018
4325,Nashik,Manmad,Bajra,1397,2100,2000,23102018
4326,Nashik,Manmad,Bajra,1460,1971,1776,22102018
4327,Nashik,Manmad,Bajra,1600,1800,1700,19102018
4328,Nashik,Manmad,Bajra,1760,1760,1760,18102018
4329,Nashik,Manmad,Bajra,1231,1860,1695,17102018
4330,Nashik,Manmad,Bajra,1401,1860,1599,16102018
4331,Nashik,Manmad,Bajra,1402,1851,1591,15102018
4332,Nashik,Manmad,Bajra,1150,1797,1550,12102018
4333,Nashik,Manmad,Bajra,1241,1776,1476,11102018
4334,Nashik,Manmad,Bajra,1215,1800,1570,10102018
4335,Nashik,Manmad,Bajra,1171,1830,1530,08102018
4336,Nashik,Manmad,Bajra,1240,1785,1551,05102018
4337,Nashik,Manmad,Bajra,1264,1860,1537,04102018
4338,Nashik,Manmad,Bajra,1265,1815,1475,03102018
4339,Nashik,Manmad,Bajra,1251,1725,1462,01102018
4340,Nashik,Manmad,Bajra,1400,1740,1575,28092018
4341,Nashik,Manmad,Bajra,1151,1740,1580,27092018
4342,Nashik,Manmad,Bajra,1252,1721,1540,26092018
4343,Nashik,Manmad,Bajra,1276,1631,1560,24092018
4344,Nashik,Manmad,Bajra,1215,1615,1532,21092018
4345,Nashik,Manmad,Bajra,1329,1650,1551,20092018
4346,Nashik,Manmad,Bajra,1356,1660,1545,19092018
4347,Nashik,Manmad,Bajra,1201,1615,1560,18092018
4348,Nashik,Manmad,Bajra,1360,1623,1504,17092018
4349,Nashik,Manmad,Bajra,1451,1582,1477,14092018
4350,Nashik,Manmad,Bajra,1500,1731,1590,11092018
4351,Nashik,Manmad,Bajra,1195,1591,1524,10092018
4352,Nashik,Manmad,Bajra,1195,1591,1524,07092018
4353,Nashik,Manmad,Bajra,1185,1800,1525,05092018
4354,Nashik,Manmad,Bajra,1248,1581,1451,04092018
4355,Nashik,Manmad,Bajra,1555,1555,1555,30082018
4356,Nashik,Manmad,Bajra,1300,1572,1491,29082018
4357,Nashik,Manmad,Bajra,1200,1712,1531,28082018
4358,Nashik,Manmad,Bajra,1490,1542,1490,27082018
4359,Nashik,Manmad,Bajra,1270,1598,1580,24082018
4360,Nashik,Manmad,Bajra,1251,1541,1460,23082018
4361,Nashik,Manmad,Bajra,1512,1536,1512,22082018
4362,Nashik,Manmad,Bajra,1252,1541,1500,21082018
4363,Nashik,Manmad,Bajra,1251,1542,1351,20082018
4364,Nashik,Manmad,Bajra,1231,1571,1550,14082018
4365,Nashik,Manmad,Bajra,1552,1754,1651,13082018
4366,Nashik,Manmad,Bajra,1618,1700,1618,07082018
4367,Nashik,Manmad,Bajra,1521,1637,1617,02082018
4368,Nashik,Manmad,Bajra,1425,1600,1525,31072018
4369,Nashik,Manmad,Bajra,1251,1386,1361,30072018
4370,Nashik,Manmad,Bajra,1425,1461,1440,25072018
4371,Nashik,Manmad,Bajra,1200,1628,1311,24072018
4372,Nashik,Manmad,Bajra,1171,1381,1171,20072018
4373,Nashik,Manmad,Bajra,1425,1602,1547,18072018
4374,Nashik,Manmad,Bajra,1251,1398,1291,17072018
4375,Nashik,Manmad,Bajra,1266,1400,1330,11072018
4376,Nashik,Manmad,Bajra,1195,1562,1253,18062018
4377,Nashik,Manmad,Bajra,1021,1251,1021,13042018
4378,Nashik,Manmad,Bajra,1011,1300,1011,11042018
4379,Nashik,Manmad,Bajra,1076,1076,1076,10042018
4380,Nashik,Manmad,Bajra,1000,1362,1311,09042018
4381,Nashik,Manmad,Bajra,1000,1600,1401,06042018
4382,Nashik,Manmad,Bajra,1030,1451,1291,05042018
4383,Nashik,Manmad,Bajra,1000,1550,1150,04042018
4384,Nashik,Manmad,Bajra,1025,1200,1051,26032018
4385,Nashik,Manmad,Bajra,1203,1400,1343,22032018
4386,Nashik,Manmad,Bajra,1051,1320,1290,21032018
4387,Nashik,Manmad,Bajra,1000,1300,1051,20032018
4388,Nashik,Manmad,Bajra,1031,1031,1031,19032018
4389,Nashik,Manmad,Bajra,1018,1652,1161,16032018
4390,Nashik,Manmad,Bajra,1200,1300,1221,15032018
4391,Nashik,Manmad,Bajra,1175,1181,1175,14032018
4392,Nashik,Manmad,Bajra,1125,1452,1187,13032018
4393,Nashik,Manmad,Bajra,1015,1300,1100,12032018
4394,Nashik,Manmad,Bajra,1017,1380,1116,09032018
4395,Nashik,Manmad,Bajra,1041,1400,1107,08032018
4396,Nashik,Manmad,Bajra,1046,1150,1100,07032018
4397,Nashik,Manmad,Bajra,1000,1221,1150,06032018
4398,Nashik,Manmad,Bajra,1101,1252,1152,05032018
4399,Nashik,Manmad,Bajra,975,1270,1151,01032018
4400,Nashik,Manmad,Bajra,900,1305,1201,28022018
4401,Nashik,Manmad,Bajra,988,1400,1051,27022018
4402,Nashik,Manmad,Bajra,1521,1700,1521,23022018
4403,Nashik,Manmad,Bajra,1091,1600,1282,22022018
4404,Nashik,Manmad,Bajra,1201,1251,1201,21022018
4405,Nashik,Manmad,Bajra,950,1320,1131,16022018
4406,Nashik,Manmad,Bajra,1100,1400,1200,09022018
4407,Nashik,Manmad,Bajra,1100,1131,1100,08022018
4408,Nashik,Manmad,Bajra,1075,1321,1270,06022018
4409,Nashik,Manmad,Bajra,1041,1156,1140,05022018
4410,Nashik,Manmad,Bajra,1151,1222,1200,01022018
4411,Nashik,Manmad,Bajra,1075,1201,1075,24012018
4412,Nashik,Manmad,Bajra,1211,1211,1211,23012018
4413,Nashik,Manmad,Bajra,1159,1401,1251,22012018
4414,Nashik,Manmad,Bajra,1300,1400,1300,19012018
4415,Nashik,Manmad,Bajra,1181,1301,1202,17012018
4416,Nashik,Manmad,Bajra,1238,1361,1238,12012018
4417,Nashik,Manmad,Bajra,1000,1275,1266,10012018
4418,Nashik,Manmad,Bajra,1201,1252,1201,09012018
4419,Nashik,Manmad,Bajra,1017,1202,1152,03012018
4420,Nashik,Manmad,Bajra,1151,1200,1151,02012018
4421,Nashik,Manmad,Bajra,1180,1237,1200,27122017
4422,Nashik,Manmad,Bajra,1251,1372,1251,20122017
4423,Nashik,Manmad,Bajra,1252,1331,1291,13122017
4424,Nashik,Manmad,Bajra,1175,1491,1291,07122017
4425,Nashik,Manmad,Bajra,1076,1300,1275,05122017
4426,Nashik,Manmad,Bajra,1071,1071,1071,04122017
4427,Nashik,Manmad,Bajra,1100,1500,1100,01122017
